Drug,Phenotype,Ranked Targets,Common Targets,Overall Percentage,New_DrugBank Total Targets,ChEMBL Total Targets,TTD Total Targets,PubChem Total Targets,New_DrugBank Identified Targets,ChEMBL Identified Targets,TTD Identified Targets,PubChem Identified Targets,New_DrugBank Percentage,ChEMBL Percentage,TTD Percentage,PubChem Percentage
tolvaptan,essential hypertension,10,1,10.0,4,1,1,1,1,0,0,0,25.0,0.0,0.0,0.0
tolvaptan,"hypertension, renovascular",11,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,idiopathic pulmonary hypertension,9,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,renal hypertension,12,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,ocular hypertension,9,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,"hypertension, portal",2,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,phen_tp_hypertension,12,1,8.33,4,1,1,1,1,0,0,0,25.0,0.0,0.0,0.0
tolvaptan,phen_sig_tp_noFP_Dis_hypertension,12,2,16.67,4,1,1,1,2,0,0,0,50.0,0.0,0.0,0.0
tolvaptan,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,pancreatitis,7,1,14.29,4,1,1,1,1,0,0,0,25.0,0.0,0.0,0.0
tolvaptan,acute pancreatitis,12,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,pancreatitis idiopathic,4,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,adenocarcinoma of pancreas,13,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,phen_tp_pancreatitis,12,1,8.33,4,1,1,1,1,0,0,0,25.0,0.0,0.0,0.0
tolvaptan,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,phen_sig_tp_noFP_Sig_pancreatitis,16,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,thrombocytopenia 5,2,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,thrombocytopenia 6,13,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,macrothrombocytopenia,4,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,idiopathic thrombocytopenia,12,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,thrombocytopenia due to platelet alloimmunization,25,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,phen_tp_thrombocytopenia,10,1,10.0,4,1,1,1,1,0,0,0,25.0,0.0,0.0,0.0
tolvaptan,phen_sig_tp_noFP_Sig_thrombocytopenia,12,2,16.67,4,1,1,1,2,0,0,0,50.0,0.0,0.0,0.0
tolvaptan,myocardial infarction,10,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,old myocardial infarction,16,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,acute myocardial infarction,6,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tolvaptan,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,4,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
osimertinib,hypertension,2,0,0.0,5,1,1,33,0,0,0,0,0.0,0.0,0.0,0.0
osimertinib,prehypertension,11,3,27.27,5,1,1,33,0,0,0,3,0.0,0.0,0.0,9.09
osimertinib,hypertensive disease,9,0,0.0,5,1,1,33,0,0,0,0,0.0,0.0,0.0,0.0
osimertinib,genetic hypertension,6,0,0.0,5,1,1,33,0,0,0,0,0.0,0.0,0.0,0.0
osimertinib,pulmonary hypertension,13,3,23.08,5,1,1,33,0,0,0,3,0.0,0.0,0.0,9.09
osimertinib,essential hypertension,10,6,60.0,5,1,1,33,2,0,0,6,40.0,0.0,0.0,18.18
osimertinib,"hypertension, renovascular",11,3,27.27,5,1,1,33,0,0,0,3,0.0,0.0,0.0,9.09
osimertinib,idiopathic pulmonary hypertension,9,2,22.22,5,1,1,33,1,0,0,2,20.0,0.0,0.0,6.06
osimertinib,renal hypertension,12,2,16.67,5,1,1,33,2,0,0,2,40.0,0.0,0.0,6.06
osimertinib,ocular hypertension,9,3,33.33,5,1,1,33,1,0,0,3,20.0,0.0,0.0,9.09
osimertinib,"hypertension, portal",2,0,0.0,5,1,1,33,0,0,0,0,0.0,0.0,0.0,0.0
osimertinib,phen_tp_hypertension,12,4,33.33,5,1,1,33,1,0,0,4,20.0,0.0,0.0,12.12
osimertinib,phen_sig_tp_noFP_Dis_hypertension,12,5,41.67,5,1,1,33,2,0,0,5,40.0,0.0,0.0,15.15
osimertinib,phen_sig_tp_noFP_Sig_hypertension,14,3,21.43,5,1,1,33,0,0,0,3,0.0,0.0,0.0,9.09
osimertinib,pancreatitis,7,3,42.86,5,1,1,33,1,0,0,3,20.0,0.0,0.0,9.09
osimertinib,acute pancreatitis,12,3,25.0,5,1,1,33,0,0,0,3,0.0,0.0,0.0,9.09
osimertinib,pancreatitis idiopathic,4,0,0.0,5,1,1,33,0,0,0,0,0.0,0.0,0.0,0.0
osimertinib,adenocarcinoma of pancreas,13,2,15.38,5,1,1,33,2,0,0,2,40.0,0.0,0.0,6.06
osimertinib,phen_tp_pancreatitis,12,4,33.33,5,1,1,33,1,0,0,4,20.0,0.0,0.0,12.12
osimertinib,phen_sig_tp_noFP_Dis_pancreatitis,9,3,33.33,5,1,1,33,0,0,0,3,0.0,0.0,0.0,9.09
osimertinib,phen_sig_tp_noFP_Sig_pancreatitis,16,3,18.75,5,1,1,33,1,0,0,3,20.0,0.0,0.0,9.09
osimertinib,thrombocytopenia 5,2,0,0.0,5,1,1,33,0,0,0,0,0.0,0.0,0.0,0.0
osimertinib,thrombocytopenia 6,13,3,23.08,5,1,1,33,0,0,0,3,0.0,0.0,0.0,9.09
osimertinib,macrothrombocytopenia,4,2,50.0,5,1,1,33,0,0,0,2,0.0,0.0,0.0,6.06
osimertinib,idiopathic thrombocytopenia,12,4,33.33,5,1,1,33,2,0,0,4,40.0,0.0,0.0,12.12
osimertinib,thrombocytopenia due to platelet alloimmunization,25,4,16.0,5,1,1,33,0,0,0,4,0.0,0.0,0.0,12.12
osimertinib,phen_tp_thrombocytopenia,10,2,20.0,5,1,1,33,2,0,0,2,40.0,0.0,0.0,6.06
osimertinib,phen_sig_tp_noFP_Sig_thrombocytopenia,12,6,50.0,5,1,1,33,4,0,0,6,80.0,0.0,0.0,18.18
osimertinib,myocardial infarction,10,4,40.0,5,1,1,33,0,0,0,4,0.0,0.0,0.0,12.12
osimertinib,old myocardial infarction,16,4,25.0,5,1,1,33,0,0,0,4,0.0,0.0,0.0,12.12
osimertinib,acute myocardial infarction,6,3,50.0,5,1,1,33,0,0,0,3,0.0,0.0,0.0,9.09
osimertinib,phen_sig_tp_noFP_Sig_myocardial infarction,14,4,28.57,5,1,1,33,0,0,0,4,0.0,0.0,0.0,12.12
hydroxyzine,hypertension,2,2,100.0,7,1,1,24,2,0,0,2,28.57,0.0,0.0,8.33
hydroxyzine,prehypertension,11,2,18.18,7,1,1,24,2,0,0,2,28.57,0.0,0.0,8.33
hydroxyzine,hypertensive disease,9,2,22.22,7,1,1,24,1,0,0,2,14.29,0.0,0.0,8.33
hydroxyzine,genetic hypertension,6,1,16.67,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
hydroxyzine,pulmonary hypertension,13,3,23.08,7,1,1,24,1,0,0,3,14.29,0.0,0.0,12.5
hydroxyzine,essential hypertension,10,3,30.0,7,1,1,24,2,0,0,3,28.57,0.0,0.0,12.5
hydroxyzine,"hypertension, renovascular",11,1,9.09,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
hydroxyzine,idiopathic pulmonary hypertension,9,1,11.11,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
hydroxyzine,renal hypertension,12,2,16.67,7,1,1,24,1,0,0,2,14.29,0.0,0.0,8.33
hydroxyzine,ocular hypertension,9,1,11.11,7,1,1,24,0,0,0,1,0.0,0.0,0.0,4.17
hydroxyzine,"hypertension, portal",2,1,50.0,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
hydroxyzine,phen_tp_hypertension,12,3,25.0,7,1,1,24,3,0,0,3,42.86,0.0,0.0,12.5
hydroxyzine,phen_sig_tp_noFP_Dis_hypertension,12,3,25.0,7,1,1,24,3,0,0,3,42.86,0.0,0.0,12.5
hydroxyzine,phen_sig_tp_noFP_Sig_hypertension,14,2,14.29,7,1,1,24,1,0,0,2,14.29,0.0,0.0,8.33
hydroxyzine,pancreatitis,7,1,14.29,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
hydroxyzine,acute pancreatitis,12,0,0.0,7,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
hydroxyzine,pancreatitis idiopathic,4,1,25.0,7,1,1,24,0,0,0,1,0.0,0.0,0.0,4.17
hydroxyzine,adenocarcinoma of pancreas,13,2,15.38,7,1,1,24,1,0,0,2,14.29,0.0,0.0,8.33
hydroxyzine,phen_tp_pancreatitis,12,3,25.0,7,1,1,24,3,0,0,3,42.86,0.0,0.0,12.5
hydroxyzine,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
hydroxyzine,phen_sig_tp_noFP_Sig_pancreatitis,16,3,18.75,7,1,1,24,2,0,0,3,28.57,0.0,0.0,12.5
hydroxyzine,thrombocytopenia 5,2,1,50.0,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
hydroxyzine,thrombocytopenia 6,13,2,15.38,7,1,1,24,2,0,0,2,28.57,0.0,0.0,8.33
hydroxyzine,macrothrombocytopenia,4,1,25.0,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
hydroxyzine,idiopathic thrombocytopenia,12,2,16.67,7,1,1,24,1,0,0,2,14.29,0.0,0.0,8.33
hydroxyzine,thrombocytopenia due to platelet alloimmunization,25,2,8.0,7,1,1,24,1,0,0,2,14.29,0.0,0.0,8.33
hydroxyzine,phen_tp_thrombocytopenia,10,4,40.0,7,1,1,24,3,0,0,4,42.86,0.0,0.0,16.67
hydroxyzine,phen_sig_tp_noFP_Sig_thrombocytopenia,12,5,41.67,7,1,1,24,3,0,0,5,42.86,0.0,0.0,20.83
hydroxyzine,myocardial infarction,10,1,10.0,7,1,1,24,0,0,0,1,0.0,0.0,0.0,4.17
hydroxyzine,old myocardial infarction,16,2,12.5,7,1,1,24,1,0,0,2,14.29,0.0,0.0,8.33
hydroxyzine,acute myocardial infarction,6,0,0.0,7,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
hydroxyzine,phen_sig_tp_noFP_Sig_myocardial infarction,14,1,7.14,7,1,1,24,1,0,0,1,14.29,0.0,0.0,4.17
palonosetron,hypertension,2,1,50.0,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,prehypertension,11,1,9.09,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,hypertensive disease,9,1,11.11,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,genetic hypertension,6,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,pulmonary hypertension,13,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,essential hypertension,10,1,10.0,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,"hypertension, renovascular",11,1,9.09,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,idiopathic pulmonary hypertension,9,1,11.11,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,renal hypertension,12,1,8.33,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,ocular hypertension,9,1,11.11,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,"hypertension, portal",2,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,phen_tp_hypertension,12,1,8.33,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,phen_sig_tp_noFP_Dis_hypertension,12,1,8.33,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,phen_sig_tp_noFP_Sig_hypertension,14,1,7.14,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,pancreatitis,7,1,14.29,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,acute pancreatitis,12,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,pancreatitis idiopathic,4,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,adenocarcinoma of pancreas,13,1,7.69,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,phen_tp_pancreatitis,12,1,8.33,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,phen_sig_tp_noFP_Sig_pancreatitis,16,2,12.5,4,1,1,7,2,0,0,2,50.0,0.0,0.0,28.57
palonosetron,thrombocytopenia 5,2,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,thrombocytopenia 6,13,1,7.69,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,macrothrombocytopenia,4,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,idiopathic thrombocytopenia,12,1,8.33,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,thrombocytopenia due to platelet alloimmunization,25,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,phen_tp_thrombocytopenia,10,1,10.0,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
palonosetron,phen_sig_tp_noFP_Sig_thrombocytopenia,12,2,16.67,4,1,1,7,2,0,0,2,50.0,0.0,0.0,28.57
palonosetron,myocardial infarction,10,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,old myocardial infarction,16,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,acute myocardial infarction,6,0,0.0,4,1,1,7,0,0,0,0,0.0,0.0,0.0,0.0
palonosetron,phen_sig_tp_noFP_Sig_myocardial infarction,14,1,7.14,4,1,1,7,1,0,0,1,25.0,0.0,0.0,14.29
nefazodone,hypertension,2,1,50.0,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,prehypertension,11,1,9.09,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,hypertensive disease,9,1,11.11,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,genetic hypertension,6,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,pulmonary hypertension,13,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,essential hypertension,10,1,10.0,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,"hypertension, renovascular",11,1,9.09,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,idiopathic pulmonary hypertension,9,1,11.11,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,renal hypertension,12,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,ocular hypertension,9,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,"hypertension, portal",2,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,phen_tp_hypertension,12,3,25.0,16,4,1,1,3,0,0,0,18.75,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Dis_hypertension,12,2,16.67,16,4,1,1,2,0,0,0,12.5,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Sig_hypertension,14,1,7.14,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,pancreatitis,7,1,14.29,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,acute pancreatitis,12,1,8.33,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,pancreatitis idiopathic,4,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,adenocarcinoma of pancreas,13,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,phen_tp_pancreatitis,12,2,16.67,16,4,1,1,2,0,0,0,12.5,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Sig_pancreatitis,16,1,6.25,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,thrombocytopenia 5,2,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,thrombocytopenia 6,13,1,7.69,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,macrothrombocytopenia,4,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,idiopathic thrombocytopenia,12,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,thrombocytopenia due to platelet alloimmunization,25,1,4.0,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,phen_tp_thrombocytopenia,10,1,10.0,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Sig_thrombocytopenia,12,2,16.67,16,4,1,1,2,0,0,0,12.5,0.0,0.0,0.0
nefazodone,myocardial infarction,10,1,10.0,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,old myocardial infarction,16,1,6.25,16,4,1,1,1,0,0,0,6.25,0.0,0.0,0.0
nefazodone,acute myocardial infarction,6,0,0.0,16,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Sig_myocardial infarction,14,2,14.29,16,4,1,1,2,0,0,0,12.5,0.0,0.0,0.0
neomycin,hypertension,2,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,prehypertension,11,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,hypertensive disease,9,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,genetic hypertension,6,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,pulmonary hypertension,13,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,essential hypertension,10,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,"hypertension, renovascular",11,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,idiopathic pulmonary hypertension,9,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,renal hypertension,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,ocular hypertension,9,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,"hypertension, portal",2,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_tp_hypertension,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_sig_tp_noFP_Dis_hypertension,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,pancreatitis,7,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,acute pancreatitis,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,pancreatitis idiopathic,4,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,adenocarcinoma of pancreas,13,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_tp_pancreatitis,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_sig_tp_noFP_Sig_pancreatitis,16,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,thrombocytopenia 5,2,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,thrombocytopenia 6,13,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,macrothrombocytopenia,4,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,idiopathic thrombocytopenia,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,thrombocytopenia due to platelet alloimmunization,25,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_tp_thrombocytopenia,10,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_sig_tp_noFP_Sig_thrombocytopenia,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,myocardial infarction,10,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,old myocardial infarction,16,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,acute myocardial infarction,6,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
neomycin,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
pseudoephedrine,hypertension,2,1,50.0,13,1,1,34,0,0,0,1,0.0,0.0,0.0,2.94
pseudoephedrine,prehypertension,11,3,27.27,13,1,1,34,2,0,0,3,15.38,0.0,0.0,8.82
pseudoephedrine,hypertensive disease,9,4,44.44,13,1,1,34,3,0,0,4,23.08,0.0,0.0,11.76
pseudoephedrine,genetic hypertension,6,2,33.33,13,1,1,34,2,0,0,2,15.38,0.0,0.0,5.88
pseudoephedrine,pulmonary hypertension,13,1,7.69,13,1,1,34,0,0,0,1,0.0,0.0,0.0,2.94
pseudoephedrine,essential hypertension,10,2,20.0,13,1,1,34,2,0,0,2,15.38,0.0,0.0,5.88
pseudoephedrine,"hypertension, renovascular",11,4,36.36,13,1,1,34,3,0,0,4,23.08,0.0,0.0,11.76
pseudoephedrine,idiopathic pulmonary hypertension,9,3,33.33,13,1,1,34,2,0,0,3,15.38,0.0,0.0,8.82
pseudoephedrine,renal hypertension,12,1,8.33,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,ocular hypertension,9,1,11.11,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,"hypertension, portal",2,1,50.0,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,phen_tp_hypertension,12,3,25.0,13,1,1,34,2,0,0,3,15.38,0.0,0.0,8.82
pseudoephedrine,phen_sig_tp_noFP_Dis_hypertension,12,3,25.0,13,1,1,34,2,0,0,3,15.38,0.0,0.0,8.82
pseudoephedrine,phen_sig_tp_noFP_Sig_hypertension,14,3,21.43,13,1,1,34,2,0,0,3,15.38,0.0,0.0,8.82
pseudoephedrine,pancreatitis,7,1,14.29,13,1,1,34,0,0,0,1,0.0,0.0,0.0,2.94
pseudoephedrine,acute pancreatitis,12,2,16.67,13,1,1,34,2,0,0,2,15.38,0.0,0.0,5.88
pseudoephedrine,pancreatitis idiopathic,4,1,25.0,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,adenocarcinoma of pancreas,13,1,7.69,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,phen_tp_pancreatitis,12,3,25.0,13,1,1,34,2,0,0,3,15.38,0.0,0.0,8.82
pseudoephedrine,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,phen_sig_tp_noFP_Sig_pancreatitis,16,5,31.25,13,1,1,34,4,0,0,5,30.77,0.0,0.0,14.71
pseudoephedrine,thrombocytopenia 5,2,1,50.0,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,thrombocytopenia 6,13,3,23.08,13,1,1,34,2,0,0,3,15.38,0.0,0.0,8.82
pseudoephedrine,macrothrombocytopenia,4,1,25.0,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,idiopathic thrombocytopenia,12,3,25.0,13,1,1,34,3,0,0,3,23.08,0.0,0.0,8.82
pseudoephedrine,thrombocytopenia due to platelet alloimmunization,25,1,4.0,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,phen_tp_thrombocytopenia,10,3,30.0,13,1,1,34,1,0,0,3,7.69,0.0,0.0,8.82
pseudoephedrine,phen_sig_tp_noFP_Sig_thrombocytopenia,12,4,33.33,13,1,1,34,2,0,0,4,15.38,0.0,0.0,11.76
pseudoephedrine,myocardial infarction,10,2,20.0,13,1,1,34,1,0,0,2,7.69,0.0,0.0,5.88
pseudoephedrine,old myocardial infarction,16,3,18.75,13,1,1,34,3,0,0,3,23.08,0.0,0.0,8.82
pseudoephedrine,acute myocardial infarction,6,1,16.67,13,1,1,34,1,0,0,1,7.69,0.0,0.0,2.94
pseudoephedrine,phen_sig_tp_noFP_Sig_myocardial infarction,14,3,21.43,13,1,1,34,2,0,0,3,15.38,0.0,0.0,8.82
flutamide,hypertension,2,1,50.0,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
flutamide,prehypertension,11,0,0.0,9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
flutamide,hypertensive disease,9,0,0.0,9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
flutamide,genetic hypertension,6,1,16.67,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
flutamide,pulmonary hypertension,13,1,7.69,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
flutamide,essential hypertension,10,1,10.0,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
flutamide,"hypertension, renovascular",11,0,0.0,9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
flutamide,idiopathic pulmonary hypertension,9,0,0.0,9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
flutamide,renal hypertension,12,1,8.33,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
flutamide,ocular hypertension,9,1,11.11,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
flutamide,"hypertension, portal",2,0,0.0,9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
flutamide,phen_tp_hypertension,12,0,0.0,9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
flutamide,phen_sig_tp_noFP_Dis_hypertension,12,1,8.33,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
